wear	53.85609754449693
woman	30.578481129729266
standing	28.100128543786553
water	24.576038171639766
washing	18.831058202527128
clothes	15.091616181131595
band	14.491406996230918
dark-skinned	11.927834725239679
anything	6.280034885334414
does	5.119899781539753
her	4.5349819710642825
A	4.192255695705717
but	3.699657829288359
who	3.5103145503075073
not	3.3604555189102707
is	2.580082997440536
in	1.9527554589123621
a	1.7688913319220947
the	1.295286022295937
.	0.7826981165216731
ROOT	0.6931471805599453
