0.429	0.5	3
1	1	5
0.833	0.385	5
0.429	0.375	3
0.333	0.444	4
0.6	0.75	3
0.571	0.571	4
0.267	0.286	4
0.444	0.333	4
0.364	0.444	4
0.308	0.4	4
0.429	0.333	3
0.357	0.357	5
0.333	0.375	3
0.2	0.273	3
0.5	0.5	2
0.333	0.267	4
0.833	0.312	5
0.5	0.545	6
0.333	0.231	3
0.375	0.6	3
0.571	0.571	4
0.364	0.4	4
0.176	0.273	3
1	0.667	6
0.368	0.438	7
0.273	0.176	3
0.25	0.2	3
0.286	0.308	4
0.364	0.364	4
0.364	0.667	4
0.556	0.625	5
0.667	0.8	4
1	1	16
0.6	0.667	6
0.333	0.333	2
0.5	0.5	4
0.4	0.571	4
0.375	0.462	6
0.455	0.312	5
0.75	0.6	6
1	1	6
1	1	6
0.667	0.571	4
0.3	0.2	3
0.75	0.375	3
1	1	5
0.7	0.778	7
1	1	9
0.556	0.714	5
0.667	0.667	4
0.231	0.25	3
0.308	0.211	4
0.429	0.5	3
0.375	0.167	3
0.333	0.5	4
0.4	0.444	4
1	1	7
0.429	0.3	3
0.4	0.571	4
0.667	0.75	6
0.5	0.286	2
0.545	0.6	6
0.667	0.5	2
0.333	0.375	3
0.714	0.714	5
0.429	0.273	3
0.667	0.8	4
1	1	6
0.5	0.571	4
0.444	0.4	4
0.75	0.857	6
0.188	0.231	3
0.4	0.25	2
0.4	0.333	2
0.429	0.3	3
1	0.8	4
0.455	0.625	5
0.333	0.375	3
0.364	0.267	4
0.333	0.25	2
0.214	0.375	3
0.364	0.267	4
0.5	0.455	5
0.9	1	9
0.417	0.312	5
0.545	1	6
0.5	0.294	5
0.556	0.556	5
0.833	0.714	5
1	0.75	6
0.6	0.2	3
0.636	0.7	7
0.5	0.333	3
0.429	0.333	3
0.3	0.3	3
0.571	0.364	4
0.333	0.294	5
0.364	0.308	4
0.545	0.75	6
0.267	0.333	4
0.857	0.857	6
0.222	0.4	2
1	1	8
0.333	0.429	3
0.714	0.455	5
0.857	0.857	6
0.778	0.7	7
0.333	0.429	3
0.5	0.308	4
0.364	0.444	4
0.714	0.625	5
0.625	0.556	5
1	0.75	6
1	1	8
0.3	0.3	3
0.357	0.294	5
0.875	0.778	7
0.375	0.429	3
0.571	0.571	4
0.333	0.429	3
0.4	0.4	4
0.385	0.625	5
0.714	0.625	5
0.455	0.357	5
0.875	1	7
0.714	0.417	5
1	0.5	3
0.375	0.25	3
0.5	0.444	4
0.438	0.412	7
0.5	0.727	8
0.333	0.333	4
0.714	0.556	5
0.5	0.364	4
0.312	0.455	5
0.571	0.444	4
0.571	0.8	4
0.444	0.5	4
0.308	0.286	4
1	1	7
0.4	0.4	4
0.571	0.444	4
0.6	0.375	3
0.333	0.545	6
0.778	0.7	7
0.417	0.417	5
1	0.875	7
1	1	6
0.714	0.625	5
0.375	0.25	3
1	1	9
0.8	0.667	4
0.429	0.25	3
1	1	7
0.211	0.333	4
0.3	0.429	3
0.5	0.333	5
1	1	9
0.6	0.75	6
0.3	0.375	3
1	1	7
0.5	0.462	6
0.455	0.333	5
0.375	0.429	3
0.714	0.333	5
0.5	0.375	3
0.429	0.375	3
1	1	11
1	1	6
0.3	0.25	3
0.286	0.667	4
0.529	0.5	9
0.75	0.231	3
0.5	0.571	4
1	1	7
0.333	0.182	2
0.75	0.857	6
0.375	0.429	3
0.333	0.333	3
0.444	0.444	4
0.333	0.429	3
0.667	0.75	6
0.625	0.714	5
1	0.857	6
0.6	0.462	6
0.5	0.381	8
0.333	0.333	2
1	1	7
0.5	0.333	3
0.308	0.211	4
0.875	0.778	7
1	1	10
0.263	0.333	5
0.556	0.417	5
0.4	0.5	4
0.667	0.667	4
1	1	9
0.4	0.444	4
0.556	0.714	5
1	1	3
0.714	0.909	10
0.8	0.571	4
0.3	0.375	6
0.3	0.273	3
0.667	0.8	4
0.833	0.714	5
1	1	7
0.5	0.211	4
0.412	0.583	7
0.667	0.667	4
1	1	10
0.5	0.4	6
0.5	0.286	4
0.375	0.273	3
0.867	0.867	13
0.6	0.429	3
0.333	0.333	5
0.833	0.5	5
0.455	0.556	5
0.455	0.312	5
0.571	0.364	4
0.4	0.308	4
0.5	0.364	4
0.429	0.375	3
0.6	0.545	6
1	0.889	8
1	1	6
0.5	0.5	3
0.571	0.667	4
0.211	0.308	4
0.667	0.667	4
0.5	0.364	4
0.7	1	7
1	1	4
0.333	0.444	4
1	0.8	4
0.429	0.545	6
0.294	0.357	5
1	0.833	5
0.3	0.188	3
0.25	0.375	3
0.333	0.429	3
1	1	6
0.833	0.625	5
0.25	0.214	3
0.444	0.267	4
0.333	0.235	4
0.941	1	16
1	1	10
