abide, therefore	13.26868031054724
Either, part	12.575533129987294
abide, we	12.575533129987294
abide, must	12.170068021879128
abide, not	11.882385949427348
abide, decision	11.882385949427348
club, part	11.189238768867403
part, we	10.783773660759238
or, part	10.527840286622038
not, we	10.40647942961777
decision, this	9.772172749080758
and, not	9.542986883310586
club, of	9.327098502877549
by, decision	9.30786714094966
not, part	8.7800439408151
are, not	8.757820804030388
are, part	7.800620169412108
club, the	7.481782929180531
,, part	7.306387140739536
ROOT, part	6.759166294583946
., part	6.715459411004723
