0.375	0.333	3
0.214	0.5	3
0.444	0.5	4
0.556	0.714	5
0.455	0.417	5
1	1	7
0.333	0.455	5
0.222	0.118	2
0.364	0.308	4
0.714	0.625	5
0.571	0.4	4
0.375	0.667	6
0.571	0.571	4
1	1	10
1	1	6
0.556	0.333	5
0.857	0.857	6
0.75	0.75	6
0.308	0.308	4
0.312	0.357	5
0.4	0.364	4
0.5	0.375	3
0.625	0.714	5
0.5	0.5	2
1	1	9
0.4	0.25	2
0.444	0.5	4
0.611	0.688	11
0.3	0.158	3
0.625	0.625	5
0.429	0.5	3
1	1	6
0.4	0.333	6
0.333	0.333	2
0.833	0.714	5
0.357	0.278	5
0.5	0.5	4
0.267	0.286	4
0.429	0.429	3
0.429	0.25	3
0.5	0.333	3
0.667	0.667	8
0.231	0.3	3
1	1	9
1	1	7
0.714	0.625	5
0.75	0.857	6
0.462	0.667	6
0.625	0.263	5
0.4	0.25	4
0.333	0.4	2
0.5	0.625	5
0.714	0.385	5
0.333	0.667	4
0.188	0.231	3
0.429	0.188	3
0.385	0.417	5
0.444	0.444	4
0.5	0.6	6
0.357	0.385	5
0.231	0.5	3
0.357	0.714	5
0.857	0.667	6
0.5	0.364	4
0.857	0.857	6
0.3	0.429	3
0.5	0.545	6
0.818	0.818	9
0.385	0.312	5
0.273	0.3	3
1	1	7
0.4	0.2	2
0.235	0.267	4
0.3	0.5	3
0.706	0.706	12
1	0.5	3
0.8	0.5	4
0.833	0.556	5
0.6	0.545	6
1	1	17
0.778	0.778	7
0.444	0.571	4
0.778	0.7	7
0.375	0.375	3
0.9	1	9
0.308	0.222	4
0.571	0.667	4
0.462	0.5	6
0.875	0.5	7
0.294	0.417	5
0.562	0.692	9
0.7	0.778	7
0.364	0.5	4
0.5	0.429	3
0.5	0.455	5
0.455	0.556	5
0.286	0.444	4
0.364	0.4	4
0.444	0.333	4
0.667	0.667	4
0.667	0.571	4
0.833	0.714	5
0.6	0.2	3
1	1	7
0.308	0.5	4
0.571	0.4	4
0.385	0.714	5
0.167	0.25	3
0.375	0.3	3
0.556	0.385	5
0.6	0.75	6
0.429	0.273	3
0.5	0.833	5
0.429	0.429	6
0.571	0.667	4
0.429	0.375	3
0.857	0.75	6
0.833	0.625	5
0.333	0.214	3
0.571	0.667	4
0.333	0.6	3
0.333	0.231	3
0.375	0.333	3
0.571	0.571	4
0.545	0.667	6
0.667	0.6	6
0.2	0.286	2
0.333	0.667	4
1	0.857	6
0.308	0.571	4
0.529	0.6	9
0.188	0.2	3
0.833	0.714	5
0.273	0.375	3
0.3	0.25	3
0.8	0.8	8
0.312	0.294	5
0.444	0.364	4
0.444	0.4	4
1	1	6
0.333	0.667	4
1	1	10
0.6	0.6	3
0.15	0.25	3
0.444	0.4	4
0.667	0.667	4
0.5	0.462	6
0.5	0.455	5
0.444	0.4	4
0.273	0.429	3
0.5	0.364	4
0.8	0.667	4
1	1	7
0.625	0.714	5
0.5	0.429	3
0.444	0.222	4
0.7	0.7	7
0.429	0.333	3
0.444	0.444	4
0.267	0.25	4
0.417	0.556	5
0.118	0.333	2
0.375	0.5	3
1	1	7
0.375	0.273	3
0.5	0.5	5
0.625	0.625	5
0.385	0.385	5
0.286	0.286	2
1	1	6
0.667	0.545	6
1	0.8	4
0.6	0.5	3
0.6	0.375	3
0.333	0.667	4
0.8	0.5	4
0.444	0.571	4
0.25	0.176	3
0.25	0.444	4
0.5	0.5	3
0.3	0.429	3
0.667	0.667	2
0.875	0.778	7
0.364	0.364	4
0.5	0.364	4
0.286	0.286	2
0.5	0.267	4
0.857	0.857	6
0.429	0.375	3
0.625	0.714	5
0.267	0.5	4
1	0.875	7
0.4	0.571	4
0.5	0.5	5
0.4	0.571	4
0.6	0.6	6
0.75	0.667	6
0.364	0.5	4
0.5	0.429	3
0.412	0.5	7
0.455	0.5	5
0.429	0.6	3
0.263	0.278	5
1	1	9
0.615	0.571	8
1	1	6
0.364	0.333	4
0.333	0.462	6
1	1	6
0.667	0.857	6
0.5	0.3	3
0.625	0.625	5
0.75	0.857	6
0.286	0.308	4
1	1	5
1	1	7
0.8	0.857	12
0.375	0.333	3
1	1	10
0.778	0.778	7
0.5	0.5	4
0.5	0.4	4
0.211	0.235	4
0.429	0.25	3
0.583	0.467	7
0.5	0.533	8
0.833	1	5
0.375	0.25	3
0.455	0.556	5
0.7	0.778	7
1	1	5
1	1	7
0.5	0.6	6
0.75	0.316	6
0.667	0.75	6
0.333	0.364	4
0.4	0.267	4
0.556	0.5	5
0.5	0.333	3
0.417	0.714	5
0.556	0.455	5
0.5	0.385	5
0.9	0.643	9
0.714	0.714	5
0.667	0.235	4
0.833	1	5
1	0.857	6
1	1	8
0.4	0.444	4
0.5	0.4	4
