Greenberg	62.49688846855952
expending	49.40955831469233
prosecutor	32.96606285799909
resources	30.44376709756978
investigation	20.559522809274473
said	18.459029812229556
Seattle	14.597389590232762
Assistant	9.549029197766549
counterterrorism	9.542986883310586
Todd	8.440366573244937
Attorney	8.042933636834038
toward	6.461298005711889
available	6.3898390417297435
U.S.	5.262229413035688
We	4.4674742700536045
all	4.190415248940914
are	3.2762894219053775
,	2.4119719019749124
''	2.252550188986113
``	2.2464715164202875
in	1.9666610792267416
a	1.7781691804141841
the	1.3069094182537153
.	0.7906729971529243
ROOT	0.6931480444441849
