names, theorem	12.863215202439074
Bayes, after	12.863215202439074
Bayes, Rev	12.863215202439074
Bayes, names	12.863215202439074
method, names	12.863215202439074
Bayes, Thomas	12.352389578673083
names, was	12.015917342051871
theory, used	12.015917342051871
probability, theory	11.476920841319183
', Bayes	10.870785037748869
Bayes, theorem	10.783773660759238
is, method	10.465319929640703
method, used	10.435466966491022
ROOT, names	9.802944407747512
., names	9.787440221211547
in, theory	9.429227997953928
and, names	9.20823730000082
a, method	9.094293040651602
