,, Battle	22.953841682638366
Battle, told	13.961827491107185
Battle, Cleveland	13.961827491107185
Mart, Quick	13.961827491107185
Mart, Shop	13.961827491107185
Mart, left	13.961827491107185
buying, left	13.961827491107185
Battle, Elecia	13.26868031054724
dropped, police	13.26868031054724
dropped, purse	13.26868031054724
Food, Mart	12.863215202439074
Mart, the	12.352389578673083
buying, ticket	12.015917342051871
dropped, she	11.659242398113138
dropped, left	11.659242398113138
after, buying	11.396878133645647
her, purse	11.07145573321102
left, week	10.826333275178035
Cleveland, of	10.200627375413621
police, told	9.27047960887804
as, left	9.25229728979485
left, she	9.149643135734767
the, ticket	8.60053532539776
last, week	5.571558993264613
., told	5.390524974043915
ROOT, told	5.3882539662548385
