closes, puts	13.961827491107185
box, closes	13.961827491107185
lid, puts	13.26868031054724
pepperoni, pizza	12.863215202439074
piece, pizza	12.863215202439074
box, takes	12.863215202439074
closes, he	12.170068021879128
box, pizza	12.015917342051871
puts, takes	11.882385949427348
piece, takes	11.659242398113138
lid, on	11.322770161491926
man, takes	11.253777290004974
after, closes	10.59453166112071
of, pizza	10.435466966491022
box, out	10.13318609461809
lid, the	9.97284344454291
it, puts	8.74147166602886
and, takes	8.312853252945978
box, the	7.933548970876486
a, box	7.828429448110535
a, piece	7.272228221928217
., takes	7.024513409883503
ROOT, takes	6.992977112765236
A, man	6.563041215687236
of, out	4.771383750845458
