President	50.24266206348899
resolution	39.90838351949738
speak	22.118703040720995
course	18.981745515617156
like	17.172200505026925
gentlemen	10.324241331380799
ladies	9.484490676628978
Mr	9.336854677822913
joint	8.18882994742951
will	7.5796431451377115
that	4.810622137470431
we	4.229157915981595
would	3.8824347560837174
I	3.3861227705673027
on	2.7615942615929043
,	2.4119719019749124
and	1.7976764027280803
of	1.7714346334674909
to	1.7344043971663599
the	1.3069094182537153
.	0.7906729971529243
ROOT	0.6931480444441849
