compensated	41.62591771847108
fought	39.839330319003075
actions	38.87809433603345
reduction	34.281901034367834
perspective	33.13345129774109
framework	28.97328719370904
funds	28.170551337997537
use	27.011706937503476
statement	26.077339073250975
has	23.605433494373408
allocated	20.756617105302148
flexibility	18.188586081303203
defined	16.958214803122736
Parliament	16.265763746993954
innovative	9.284336643539467
financial	6.370975367418603
however	6.348008806298555
the	5.227637673014861
for	5.067242972242996
This	5.0210018876273335
also	4.351068054245068
in	3.933322158453483
this	3.7094804559420123
,	3.617957852962369
of	3.5428692669349817
to	3.4688087943327197
by	3.291686752717375
be	3.2408865998107217
on	2.7615942615929043
a	1.7781691804141841
.	0.7906729971529243
ROOT	0.6931480444441849
