group, stopped	12.333299833347843
pose, stopped	12.333299833347843
photo, pose	12.333299833347843
photo, store	12.333299833347843
adults, three	11.640152652787897
clothing, store	10.541540364119788
adults, group	10.387389684292529
outside, store	10.387389684292529
for, photo	10.136075256011624
pose, to	9.625249632245634
adults, young	9.242257379989528
adults, of	8.899312628862697
a, photo	8.695713673621457
a, store	7.822440326830994
., stopped	7.513018267742806
ROOT, stopped	7.458102510146691
A, group	7.2213120449913
