,, Sharma	23.280305305575794
area, euro	12.333299833347843
area, help	12.333299833347843
do, suffering	12.333299833347843
fall, suffering	12.333299833347843
exports, fall	12.333299833347843
fall, reduction	12.333299833347843
flows, foreign	12.333299833347843
flows, reduction	12.333299833347843
Anand, Sharma	11.640152652787897
Sharma, said	11.640152652787897
Sharma, minister	11.640152652787897
India, do	11.640152652787897
everything, help	11.640152652787897
help, suffering	11.640152652787897
economy, own	11.640152652787897
capital, flows	11.640152652787897
India, minister	11.234687544679733
economy, help	11.234687544679733
flows, of	11.234687544679733
exports, in	10.947005472227952
minister, trade	10.723861920913743
is, suffering	10.723861920913743
economy, its	9.560711111108063
's, India	9.500086489291627
and, fall	9.337567559793852
'', help	8.867563930548117
help, it	8.836792271881363
economy, in	8.595630215064475
a, reduction	8.595630215064475
fall, the	7.989494411494159
can, help	7.86739171469326
do, will	7.6793394831903194
do, said	7.25189546836338
``, do	7.239549632541081
do, that	6.616272131941622
area, the	6.012531539097261
help, to	5.790827872841039
., said	2.1165355636984535
ROOT, said	2.0993581165160653
