socialise	78.15868208344673
freshers	49.33319933339137
wormwood	49.33319933339137
days	32.98869148320325
had	29.37258792959446
dons	22.834018202947377
taste	22.739128926724437
come	21.666339251976936
other	12.991817013191715
students	12.189950416616671
During	7.191636276845183
each	5.556222878007822
few	5.511102442727353
week	5.0678701100938905
new	4.602027222643906
first	4.366192979650899
when	4.133973045560702
the	3.885858066887811
of	3.56801138112246
I	3.3784970804968744
was	2.933951971987133
with	2.895425561756158
,	2.4063026209625638
that	2.389942739731266
''	2.2175476913950445
and	1.7970522502668649
a	1.7688913319220947
to	1.7374028723386792
.	0.7826981165216731
ROOT	0.6931471805599453
