0.364	0.267	4
0.375	0.375	3
0.5	0.6	3
0.545	0.4	6
0.308	0.4	4
0.214	0.3	3
0.118	0.4	2
0.75	0.375	3
0.308	0.333	4
1	0.714	5
0.375	0.5	3
0.222	0.2	2
0.188	0.188	3
0.833	0.5	5
0.429	0.429	3
0.357	0.385	5
0.333	0.4	4
0.5	0.5	3
0.75	0.6	3
0.286	0.4	2
0.375	0.375	3
0.571	0.667	4
0.286	0.154	2
0.5	0.385	5
0.429	0.429	3
0.429	0.429	3
0.273	0.3	3
0.364	0.444	4
0.235	0.286	4
0.5	0.182	2
0.286	0.235	4
0.667	0.211	4
0.4	0.4	2
0.308	0.211	4
0.278	0.556	5
0.75	0.429	3
0.308	0.286	4
1	1	4
0.75	0.75	3
0.75	0.6	6
1	1	8
0.667	0.571	4
0.833	0.833	5
0.429	0.6	3
1	1	7
1	1	4
0.333	0.5	3
0.714	0.714	5
0.143	0.333	2
0.214	0.15	3
0.5	0.417	5
0.273	0.231	3
0.889	0.889	8
0.833	1	5
0.833	0.714	5
1	1	6
0.5	0.5	3
0.625	0.625	5
0.333	0.429	3
0.8	0.444	4
0.5	0.5	2
0.5	0.222	2
0.857	0.667	6
0.833	0.5	5
1	1	21
0.75	0.375	3
0.75	0.6	3
0.7	1	7
0.5	0.429	3
0.2	0.182	2
0.24	0.3	6
0.429	0.75	3
0.364	0.364	4
0.429	0.5	3
0.857	0.75	6
0.625	1	5
0.444	0.571	4
0.5	0.231	3
0.333	0.333	1
1	0.857	6
0.5	0.25	3
0.636	0.7	7
0.333	0.375	3
0.333	0.3	3
1	1	6
0.5	0.222	2
0.5	0.3	3
0.4	0.5	4
1	0.8	8
0.5	0.6	3
0.5	0.3	3
0.5	0.3	3
0.273	0.333	3
0.222	0.333	2
0.714	1	5
0.182	0.4	2
0.312	0.263	5
0.556	0.833	5
1	1	5
0.167	0.4	2
0.667	0.5	6
0.286	0.333	2
1	1	7
0.429	0.429	3
0.4	0.571	4
0.308	0.333	4
0.7	0.875	7
0.417	0.833	5
0.8	1	4
0.75	0.25	3
0.273	0.25	3
0.4	0.364	4
0.3	0.2	3
0.4	0.5	4
0.6	0.5	3
0.5	0.5	4
0.6	0.375	3
1	0.857	6
0.273	0.231	3
0.4	0.667	2
0.375	0.5	3
0.222	0.5	2
0.5	0.3	3
0.556	0.833	5
0.5	0.5	3
0.333	0.167	3
0.286	0.4	4
0.375	0.333	3
0.333	0.167	2
0.625	0.625	5
0.444	0.4	4
0.571	0.8	4
0.333	0.286	2
0.444	0.25	4
0.4	0.4	2
0.571	0.667	4
0.545	0.429	6
0.231	0.6	3
0.571	0.5	4
0.6	0.273	3
0.273	0.333	3
0.625	0.5	5
0.4	0.364	4
0.857	0.6	6
0.333	0.3	3
0.25	0.333	2
0.417	0.385	5
0.6	0.6	3
0.714	0.25	5
0.333	0.2	3
0.875	1	7
0.333	0.5	2
0.75	0.429	3
0.6	0.857	6
0.375	0.5	3
0.4	0.222	4
0.8	1	4
0.667	0.667	4
1	1	4
0.714	0.833	5
0.25	0.222	4
0.714	0.833	5
0.444	0.267	4
0.75	0.545	6
0.5	0.444	4
0.571	0.333	4
0.3	0.5	3
0.6	0.333	3
0.5	0.333	3
0.667	0.286	4
0.818	0.9	9
0.556	0.5	5
1	1	10
0.273	0.5	3
0.714	0.5	5
0.6	0.5	3
0.5	0.4	4
0.8	0.667	4
0.571	0.444	4
0.444	0.364	4
0.235	0.174	4
0.357	0.714	5
0.625	0.625	5
0.667	0.444	4
0.385	0.714	5
0.625	0.556	5
0.4	0.25	2
0.333	0.25	3
0.222	0.154	2
0.333	0.667	4
0.444	0.333	4
0.375	0.273	3
0.5	0.75	3
0.4	0.182	2
0.3	0.5	6
0.273	0.273	3
0.6	0.667	6
0.8	0.4	4
0.231	0.214	3
0.75	0.429	3
0.625	0.833	5
0.8	0.667	4
0.5	0.444	4
0.333	0.222	2
0.5	0.4	4
0.667	0.667	4
0.273	0.3	3
1	1	4
0.389	1	7
0.429	0.6	3
0.667	0.8	4
0.8	0.571	4
0.25	0.4	4
0.333	0.2	2
0.4	0.4	2
1	1	6
0.333	0.333	3
0.429	0.3	3
0.25	0.5	3
0.6	0.333	3
0.625	0.714	5
0.571	0.667	4
0.667	1	6
0.6	0.545	6
0.833	0.833	5
0.667	0.5	2
0.8	0.667	4
0.278	0.25	5
0.6	0.6	3
1	0.5	3
1	0.6	6
0.556	1	5
0.5	0.5	1
0.294	0.25	5
0.385	0.714	5
0.375	0.333	3
0.625	0.5	5
0.667	0.333	2
0.625	0.714	5
0.833	0.714	5
0.6	0.273	3
0.5	0.455	5
0.2	0.125	1
0.273	0.25	3
0.5	0.375	3
0.3	0.231	3
0.8	0.5	4
0.25	0.375	3
0.286	0.667	2
0.333	0.3	3
