boys, riding	12.333299833347843
on, toy	12.333299833347843
riding, toy	12.333299833347843
blonde, girl	12.333299833347843
girl, toy	12.333299833347843
girl, side	12.333299833347843
running, side	11.640152652787897
long, side	11.640152652787897
side, them	10.723861920913743
are, riding	10.541540364119788
girl, with	10.387389684292529
Two, boys	9.935404560549472
a, toy	9.337567559793852
., riding	8.722381920703619
ROOT, riding	8.619727766643535
a, girl	7.322664539251588
of, them	5.621559438291663
