,, people	14.040187708612113
husband, them	12.333299833347843
leaving, store	12.333299833347843
one, wife	11.234687544679733
leaving, people	10.723861920913743
husband, wife	10.541540364119788
a, husband	9.500086489291627
one, people	8.77795177185843
and, husband	8.595630215064475
people, two	8.099193328750584
one, them	7.822440326830994
store, the	7.562615208882178
are, people	7.46576538289226
his, wife	6.213002414396893
There, are	5.826022120962832
of, them	5.621559438291663
ROOT, are	5.547712188339914
., are	5.52205545474655
