looking, object	12.333299833347843
hand, object	12.333299833347843
glasses, wearing	11.640152652787897
at, object	11.640152652787897
wearing, wearing	11.234687544679733
an, object	10.253858291668008
looking, man	10.136075256011624
black, hat	10.030714740353798
hat, wearing	9.625249632245634
and, wearing	9.28877739562442
a, hat	8.644420379233907
man, wearing	8.421276827919698
hand, in	8.238955271125743
hand, his	7.811511256298803
is, looking	7.728129647359752
ROOT, looking	7.096857870517894
., looking	6.948804770558755
A, man	6.093023988177074
