legs, row	12.333299833347843
legs, shoes	12.333299833347843
boy, row	12.333299833347843
A, row	11.640152652787897
black, shoes	11.640152652787897
boy, sitting	11.640152652787897
boy, with	11.234687544679733
end, row	11.234687544679733
end, sitting	10.947005472227952
of, row	10.947005472227952
ROOT, row	10.387389684292529
legs, of	10.387389684292529
., row	10.387389684292529
and, legs	10.030714740353798
row, the	9.037462967343513
a, boy	7.2707048003208765
at, end	6.5999585564500975
end, the	5.378660968466856
